"facturaId","productoId","cantidad"
"650","5","11"
"651","6","10"
"652","4","1"
"652","5","11"
"653","3","1"
"654","1","12"
"654","2","6"
"655","2","2"
"655","4","1"
"655","6","15"
"656","3","1"
"656","4","1"
"657","6","10"
"658","3","1"
"659","3","1"
"659","4","1"
"660","1","2"
"661","2","2"
"661","4","1"
"661","6","15"
"662","1","12"
"662","2","6"
"663","4","1"
"663","5","11"
"664","2","2"
"664","4","1"
"664","6","15"
"665","1","12"
"665","2","6"
"666","3","1"
"667","6","10"
"668","3","1"
"668","4","1"
"669","4","1"
"669","5","11"
"670","1","2"
"671","1","12"
"671","2","6"
"672","1","2"
"673","2","2"
"673","4","1"
"673","6","15"
"674","3","1"
"674","4","1"
"675","3","1"
"676","1","2"
"677","3","1"
"677","4","1"
"678","6","10"
"679","6","10"
"680","1","12"
"680","2","6"
"681","4","1"
"681","5","11"
"682","3","1"
"683","1","2"
"684","4","1"
"684","5","11"
"685","1","12"
"685","2","6"
"686","3","1"
"687","2","2"
"687","4","1"
"687","6","15"
"688","6","10"
"689","3","1"
"689","4","1"
"690","1","2"
"691","4","1"
"691","5","11"
"692","2","2"
"692","4","1"
"692","6","15"
"693","3","1"
"694","3","1"
"694","4","1"
"695","1","2"
"696","2","2"
"696","4","1"
"696","6","15"
"697","4","1"
"697","5","11"
"698","1","12"
"698","2","6"
"699","3","1"
"700","6","10"
"701","2","2"
"701","4","1"
"701","6","15"
"702","3","1"
"702","4","1"
"703","1","2"
"704","4","1"
"704","5","11"
"705","1","12"
"705","2","6"
"706","6","10"
"707","1","12"
"707","2","6"
"708","3","1"
"709","2","2"
"709","4","1"
"709","6","15"
"710","1","12"
"710","2","6"
"711","3","1"
"712","6","10"
"713","6","10"
"714","3","1"
"714","4","1"
"715","2","2"
"715","4","1"
"715","6","15"
"716","4","1"
"716","5","11"
"717","1","2"
"718","4","1"
"718","5","11"
"719","1","2"
"720","1","12"
"720","2","6"
"721","3","1"
"722","6","10"
"723","2","2"
"723","4","1"
"723","6","15"
"724","3","1"
"724","4","1"
"725","4","1"
"725","5","11"
"726","1","2"
"727","3","1"
"727","4","1"
"728","6","10"
"729","4","1"
"729","5","11"
"730","4","1"
"730","5","11"
"731","1","12"
"731","2","6"
"732","3","1"
"732","4","1"
"733","3","1"
"734","2","2"
"734","4","1"
"734","6","15"
"735","1","2"
"736","3","1"
"736","4","1"
"737","6","10"
"738","1","2"
"739","4","1"
"739","5","11"
"740","1","12"
"740","2","6"
"741","1","12"
"741","2","6"
"742","2","2"
"742","4","1"
"742","6","15"
"743","3","1"
"744","2","2"
"744","4","1"
"744","6","15"
"745","3","1"
"746","1","2"
"747","6","10"
"748","1","12"
"748","2","6"
"749","3","1"
"750","3","1"
"750","4","1"
"751","4","1"
"751","5","11"
"752","2","2"
"752","4","1"
"752","6","15"
"753","6","10"
"754","3","1"
"754","4","1"
"755","4","1"
"755","5","11"
"756","1","2"
"757","3","1"
"758","1","12"
"758","2","6"
"759","3","1"
"759","4","1"
"760","6","10"
"761","2","2"
"761","4","1"
"761","6","15"
"762","4","1"
"762","5","11"
"763","3","1"
"764","6","10"
"765","3","1"
"765","4","1"
"766","2","2"
"766","4","1"
"766","6","15"
"767","4","1"
"767","5","11"
"768","1","2"
"769","1","12"
"769","2","6"
"770","3","1"
"771","1","12"
"771","2","6"
"772","6","10"
"773","3","1"
"773","4","1"
"774","2","2"
"774","4","1"
"774","6","15"
"775","4","1"
"775","5","11"
"776","3","1"
"777","1","2"
"778","1","2"
"779","1","12"
"779","2","6"
"780","1","2"
"781","2","2"
"781","4","1"
"781","6","15"
"782","4","1"
"782","5","11"
"783","1","12"
"783","2","6"
"784","3","1"
"785","2","2"
"785","4","1"
"785","6","15"
"786","3","1"
"786","4","1"
"787","6","10"
"788","1","2"
"789","6","10"
"790","4","1"
"790","5","11"
"791","3","1"
"792","1","12"
"792","2","6"
"793","3","1"
"793","4","1"
"794","2","2"
"794","4","1"
"794","6","15"
"795","6","10"
"796","1","2"
"797","4","1"
"797","5","11"
"798","3","1"
"798","4","1"
"799","1","12"
"799","2","6"
"800","3","1"
"801","6","10"
"802","1","2"
"803","2","2"
"803","4","1"
"803","6","15"
"804","2","2"
"804","4","1"
"804","6","15"
"805","4","1"
"805","5","11"
"806","1","12"
"806","2","6"
"807","3","1"
"808","6","10"
"809","4","1"
"809","5","11"
"810","3","1"
"810","4","1"
"811","1","2"
"812","3","1"
"813","1","12"
"813","2","6"
"814","3","1"
"814","4","1"
"815","2","2"
"815","4","1"
"815","6","15"
"816","3","1"
"816","4","1"
"817","6","10"
"818","6","10"
"819","4","1"
"819","5","11"
"820","3","1"
"820","4","1"
"821","1","12"
"821","2","6"
"822","1","2"
"823","4","1"
"823","5","11"
"824","1","2"
"825","1","12"
"825","2","6"
"826","2","2"
"826","4","1"
"826","6","15"
"827","3","1"
"828","3","1"
"829","2","2"
"829","4","1"
"829","6","15"
"830","6","10"
"831","3","1"
"831","4","1"
"832","1","2"
"833","4","1"
"833","5","11"
"834","1","12"
"834","2","6"
"835","2","2"
"835","4","1"
"835","6","15"
"836","3","1"
"837","3","1"
"837","4","1"
"838","3","1"
"839","1","2"
"840","6","10"
"841","2","2"
"841","4","1"
"841","6","15"
"842","4","1"
"842","5","11"
"843","3","1"
"843","4","1"
"844","1","2"
"845","1","12"
"845","2","6"
"846","3","1"
"847","2","2"
"847","4","1"
"847","6","15"
"848","6","10"
"849","3","1"
"849","4","1"
"850","6","10"
"851","1","12"
"851","2","6"
"852","1","2"
"853","4","1"
"853","5","11"
"854","4","1"
"854","5","11"
"855","1","2"
"856","2","2"
"856","4","1"
"856","6","15"
"857","4","1"
"857","5","11"
"858","3","1"
"858","4","1"
"859","1","12"
"859","2","6"
"860","3","1"
"861","6","10"
"862","1","12"
"862","2","6"
"863","3","1"
"864","6","10"
"865","1","2"
"866","3","1"
"866","4","1"
"867","4","1"
"867","5","11"
"868","2","2"
"868","4","1"
"868","6","15"
"869","1","12"
"869","2","6"
"870","2","2"
"870","4","1"
"870","6","15"
"871","3","1"
"872","3","1"
"872","4","1"
"873","6","10"
"874","3","1"
"875","2","2"
"875","4","1"
"875","6","15"
"876","3","1"
"876","4","1"
"877","1","2"
"878","1","2"
"879","4","1"
"879","5","11"
"880","4","1"
"880","5","11"
"881","1","12"
"881","2","6"
"882","2","2"
"882","4","1"
"882","6","15"
"883","3","1"
"884","3","1"
"884","4","1"
"885","6","10"
"886","1","2"
"887","4","1"
"887","5","11"
"888","1","12"
"888","2","6"
"889","6","10"
"890","3","1"
"891","2","2"
"891","4","1"
"891","6","15"
"892","3","1"
"892","4","1"
"893","6","10"
"894","4","1"
"894","5","11"
"895","1","2"
"896","3","1"
"897","6","10"
"898","1","12"
"898","2","6"
"899","2","2"
"899","4","1"
"899","6","15"
"900","3","1"
"900","4","1"
"901","4","1"
"901","5","11"
"902","1","2"
"903","6","10"
"904","3","1"
"905","1","12"
"905","2","6"
"906","4","1"
"906","5","11"
"907","1","2"
"908","3","1"
"908","4","1"
"909","1","12"
"909","2","6"
"910","4","1"
"910","5","11"
"911","3","1"
"912","6","10"
"913","2","2"
"913","4","1"
"913","6","15"
"914","2","2"
"914","4","1"
"914","6","15"
"915","3","1"
"915","4","1"
"916","4","1"
"916","5","11"
"917","1","2"
"918","1","12"
"918","2","6"
"919","3","1"
"920","2","2"
"920","4","1"
"920","6","15"
"921","6","10"
"922","1","2"
"923","1","12"
"923","2","6"
"924","4","1"
"924","5","11"
"925","3","1"
"926","2","2"
"926","4","1"
"926","6","15"
"927","3","1"
"927","4","1"
"928","6","10"
"929","3","1"
"929","4","1"
"930","1","12"
"930","2","6"
"931","4","1"
"931","5","11"
"932","1","2"
"933","3","1"
"934","3","1"
"934","4","1"
"935","1","12"
"935","2","6"
"936","6","10"
"937","2","2"
"937","4","1"
"937","6","15"
"938","4","1"
"938","5","11"
"939","1","2"
"940","1","12"
"940","2","6"
"941","3","1"
"942","2","2"
"942","4","1"
"942","6","15"
"943","3","1"
"943","4","1"
"944","6","10"
"945","1","2"
"946","4","1"
"946","5","11"
"947","2","2"
"947","4","1"
"947","6","15"
"948","1","12"
"948","2","6"
"949","3","1"
"950","6","10"
"951","3","1"
"951","4","1"
"952","4","1"
"952","5","11"
"953","3","1"
"954","1","2"
"955","1","12"
"955","2","6"
"956","6","10"
"957","1","2"
"958","4","1"
"958","5","11"
"959","3","1"
"959","4","1"
"960","1","12"
"960","2","6"
"961","2","2"
"961","4","1"
"961","6","15"
"962","3","1"
"963","6","10"
"964","2","2"
"964","4","1"
"964","6","15"
"965","3","1"
"965","4","1"
"966","4","1"
"966","5","11"
"967","1","2"
"968","1","12"
"968","2","6"
"969","2","2"
"969","4","1"
"969","6","15"
"970","1","12"
"970","2","6"
"971","2","2"
"971","4","1"
"971","6","15"
"972","4","1"
"972","5","11"
"973","3","1"
"974","3","1"
"974","4","1"
"975","6","10"
"976","1","2"
"977","4","1"
"977","5","11"
"978","6","10"
"979","1","2"
"980","1","12"
"980","2","6"
"981","3","1"
"981","4","1"
"982","3","1"
"983","3","1"
"984","2","2"
"984","4","1"
"984","6","15"
"985","3","1"
"985","4","1"
"986","6","10"
"987","1","12"
"987","2","6"
"988","4","1"
"988","5","11"
"989","1","2"
"990","3","1"
"991","4","1"
"991","5","11"
"992","6","10"
"993","3","1"
"993","4","1"
"994","1","2"
"995","1","12"
"995","2","6"
"996","3","1"
"997","2","2"
"997","4","1"
"997","6","15"
"998","1","2"
"999","6","10"
"1000","3","1"
"1000","4","1"
"1001","4","1"
"1001","5","11"
"1002","1","12"
"1002","2","6"
"1003","2","2"
"1003","4","1"
"1003","6","15"
"1004","2","2"
"1004","4","1"
"1004","6","15"
"1005","3","1"
"1005","4","1"
"1006","3","1"
"1007","6","10"
"1008","4","1"
"1008","5","11"
"1009","1","2"
"1010","3","1"
"1011","6","10"
"1012","3","1"
"1012","4","1"
"1013","1","2"
"1014","4","1"
"1014","5","11"
"1015","3","1"
"1016","1","12"
"1016","2","6"
"1017","2","2"
